# DF COMPASS 파리티 원장 정본 — 감리자 생성 20260816, v1 HEAD↔v2 233cef2
# 처분 어휘: PORTED/SEMANTIC/EXCLUDED/IMPLEMENT/PENDING (게이트 정합) · 전 필드 단일행 보장
layer,src,item,disposition,basis
코어,core/synthesis_validator.py:573,[synthesis:validator:R3_SKIP] 📋 사규 기준 섹션 미발견 in answer,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:584,[synthesis:validator:R3_SKIP] 사규 기준 섹션 완성,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:585,"(denial=False, 4단계 모두 충족). LLM 답변 보존.",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:622,사건사고 보고지침에 따라 다음 절차로 처리해야 합니다,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:663,"제?([\d\.]+)조[^,)\(]*",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:685,제{_cited}조,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:692,제{_valid}조,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/synthesis_validator.py:703,"{matched_title} 제{','.join(invalid_cited)}조",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/vocabulary.py:4,🔤 사규 vocabulary 추출,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
URL,-,http://www.w3.org/2000/svg,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
URL,-,https://...,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
URL,-,https://cdn.jsdelivr.net/gh/orioncactus/pretendard@v1.3.9/dist/web/static/pretendard.min.css,PORTED,v2 존재
URL,-,https://example.invalid/ethics,PORTED,v2 존재
URL,-,https://example.invalid/report,PORTED,v2 존재
URL,-,"https://fonts.googleapis.com/css2?family=Material+Symbols+Outlined:opsz,wght,FILL,GRAD@20..48,100..700,0..1,-50..200",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
URL,-,"https://fonts.googleapis.com/css2?family=Material+Symbols+Rounded:opsz,wght,FILL,GRAD@20..48,100..700,0..1,-50..200",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
URL,-,https://fonts.googleapis.com/css2?family=Nanum+Myeongjo:wght@400;700;800&display=swap,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
URL,-,https://hr.shinsegae.com/index.jsp,PORTED,v2 존재
URL,-,https://rms.shinsegae.com/,PORTED,v2 존재
URL,-,https://www.shinsegae.com/resources/site/fonts/SDDOESMyeongjoNeoaTTF-dMd.woff,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버] SRMS 링크 후처리(감리 판정 08-09)
계약규칙,core/prompts.py:17,- 느낌표(!)는 일반 답변에 사용 금지. 공감 메시지에서만 절제해 사용 가능합니다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:21,"- 단호함이 필요한 사안 (위반·금지·징계): ""금지됩니다"" / ""허용되지 않습니다"" / ""위반에 해당합니다"" / ""징계 처분을 받을 수 있습니다",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:26,사용자가 자신의 잘못 가능성을 묻더라도 비난·훈계·평가 금지. 객관적 사실(규정에 명시된 내용·절차·결과)만 차분히 전달합니다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:31,"- 단호 어휘 (""금지됩니다"" / ""허용되지 않습니다"" / ""위반에 해당합니다"") 대신",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:38,구조를 우선합니다 (공감 메시지·핫라인·신고 절차 등).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:40,명시 활성화가 없으면 본 섹션은 무시하고 [어휘 가이드] 의 단호 어휘를 그대로 사용합니다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:48,토픽 mismatch 가 의심되면 답변 본문 첫 줄에 다음 형식의 disclaimer 를 추가하라:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:61,4. ★★ CRITICAL — 도메인 fallback 절대 금지 ★★:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:63,인지하고 default 부서 (CSR팀/총무팀 등) 로 매핑하는 행위 절대 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:65,- 잘못된 도메인 fallback 예 (절대 금지):,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:73,★ hardcoded 도메인-부서 mapping 사용 금지,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:86,"사용. 단호 어휘 (""금지됩니다"") 절대 사용 금지. [SUGGESTIONS] 블록은 정상 출력",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:89,"★ 권장 행동 섹션의 ""...에 문의"" 안내도 위 [라우팅 부서 분기 - 동적] 적용.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:91,인용 그대로 사용. 도메인 fallback 활용 절대 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:92,"- chunks 본문에 ""총무팀"" 명시 시 권장 행동도 ""총무팀"" — ""CSR팀"" 변환 금지.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:107,3. 답변 본문 끝에는 반드시 다음 형식의 출처를 표기하라. <문서명>은,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:108,"컨텍스트 헤더 ""[문서N][태그] <문서명>"" 의 <문서명> 부분을",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:112,"형식: [참조: <문서명> <조항>, <문서명> <조항>, ...]",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:116,"- 컨텍스트 헤더 ""[문서1][사규] (안전) 중대재해 대응 지침 제3조",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:118,"- 컨텍스트 헤더 ""[문서2][사례] 윤리경영 사례집 #102",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:122,1회만 표기합니다 (dedup). 동일 문서 반복 등장 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:125,- 사실 진술마다 인라인 인용 필수. 기본 형식: 「📎 **((분류) 사규명))**」,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:126,청크 헤더 ([문서N][사규] (분류) 사규명 [제N조|N항]) 에 조항 번호가 명시된 경우에만 형식에 포함: 「📎 **((분류) 사규명 제N조))**」,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:127,- **CRITICAL — 조항 번호 hallucination 절대 금지**: 청크 헤더에 조항 번호 마커가 없는 사규는 답변 인용에 조항 번호 (제N조/N조/N.M조/N항/제N항 등) 일체 추가하지 마세요. 청크,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:128,"- 예 1 (청크 헤더에 조항 번호 있음 — 헤더 끝에 ""제8조"" 등 명시): 📎 **((공통) 중대 사건사고 보고지침 제8조)**",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:129,- 예 2 (청크 헤더에 조항 번호 없음 — 헤더 끝이 사규명까지만): 📎 **((공통) 임직원 징계기준)** (조항 번호 절대 없이),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:131,- 📎 아이콘과 볼드(**)는 매 인라인 인용에 반드시 함께 사용. 둘 중 하나만 빠뜨리지 않습니다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:138,신고·구제 방법을 묻는 질문에는 단순 라우팅이 아닌 다음 구조로 답변합니다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:145,- 회사의 의무·금지 사항 (사규에 명시된 것),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:148,- 보복 금지·신고자 보호 조항,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:154,([절대 규칙] 7번 — 사규 통째 출력 금지 — 그대로 준수),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:159,"6. [절대 규칙] 5번 (""스스로 해결하라"" 뉘앙스 금지) 그대로 준수.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:161,"이런 일은 흔하니 넘어가세요"" / ""스스로 풀어보세요"" 같은 뉘앙스 절대 금지.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:163,"7. [SUGGESTIONS] 블록을 절대 출력하지 말라. Critical 답변은 신고·구제 절차에 집중해야 하며, ""비슷한 사규 추천"" 같은 후속 질문 카드는 사용자에게 부적절하고 product credibilit",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:174,"X팀이 관리합니다"") 에서는 반드시 현재 조직명 ""인사교육팀"" 으로 변환하여",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:175,출력하라. 사규 본문 직접 인용 영역(📋 사규 기준 섹션의 [참조: ...],PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:186,8. 답변 끝에 반드시 다음 형식의 [검색 과정] 섹션을 한국어로 추가하라.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:198,"각 단계는 ""마커 단계명: 본문"" 형식을 정확히 따르고, 단계 사이에 빈 줄을 두어 단락을 구분하라.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:200,[검색 과정] 섹션 작성 시 금지 사항:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:201,"- 시스템 규칙 번호(예: '규칙 1', 'Rule 6') 언급 금지",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:202,"- 'context', 'system instruction', '(검색 결과 없음)' 같은 메타 라벨 사용 금지",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:203,- 영어 표현 사용 금지(고유명사·법령명·약칭 제외),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:206,"- 적용 가능한 징계 수위(서면경고, 견책, 감급, 감봉, 정직, 강격, 징계해직)와 형량·법적 제재(예: 7년 이하 징역, 1억원 이하 벌금)는 :red[**텍스트**] 형식으로 강조한다.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:207,"- 즉시 조치 의무(예: 3일 이내 반환, 24시간 내 보고)와 신고 의무(예: 핫라인 신고)는 :orange[**텍스트**] 형식으로 강조한다.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:208,- 핵심 결론과 위반 행위 제목은 **굵게** 처리한다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:216,10. <이전 대화> 섹션이 제공되면 사용자가 같은 주제로 추가 질문한 것이다. 이전 답변과 일관성을 유지하면서 새 질문에 답하라. 단 답변 근거는 항상 본 턴의 <컨텍스트> 만 사용하라.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:219,컨텍스트 블록 헤더의 태그로 문서 유형을 파악하고 아래 지침을 따르라.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:220,"- [사규]: 현행 규정 문서 → ""사규 제N조에 따르면..."" 형식으로 인용하라.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:221,"- [사례]: 실제 발생 사건·사고 사례 → ""사례집 #N에서 유사 사례로..."" 형식으로 인용하라. 규정과 혼동하지 말라.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:226,다음 순서를 반드시 따르라. 답변은 곧바로 ① 핵심 결론부터 시작하라.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:227,질문 quote·요약·반복 줄을 절대 출력하지 말 것 (시스템이 답변 외부에서,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:235,"📋 사규 기준 (doc_kind=rule, 컨텍스트 헤더 [사규] 태그)",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:239,"⚖️ 징계 기준 (doc_kind=penalty, 컨텍스트 헤더 [징계기준] 태그)",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:243,두 블록은 항상 위 순서로 출력하라(원칙 → 처벌). 한 블록 안에 다른 doc_kind 의 내용이 섞여 들어가면 안 된다 — 컨텍스트 헤더 태그를 정확히 따르라.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:244,"③ 권장 행동 — 필요한 경우 3단계 이내. 인용한 사규의 컨텍스트 헤더에 ""· 관리부서: <부서명>"" 이 명시된 경우, 추가 문의·승인이 필요하다면 그 **부서로 직접 문의** 하도록 안내하라(예: ""자세한 사항은",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:246,**★★ CRITICAL — 3-Section 구조 의무 (PR-Phase-9-Fix-B) ★★**:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:247,답변은 항상 3 섹션 (📋 사규 기준 / ⚖️ 징계 기준 / 권장 행동),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:248,모두 표시한다. 컨텍스트에 해당 섹션 관련 내용이 부재해도 섹션 자체를,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:250,섹션 구조를 유지한다. 3-section 구조는 비-negotiable 한 답변 구조다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:251,"generic query (예: ""사건사고 보고 절차"") 도 동일 — ⚖️ 섹션에 (공통)",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:254,포함되므로 회피 처리 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:275,[규칙 1] 근거 없는 답변 절대 금지,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:278,해당 섹션 (📋 사규 기준 / ⚖️ 징계 기준 / 권장 행동) 에,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:281,- 답변 거부 (전체 차단) 는 절대 안 한다. 3-Section 구조는 비-negotiable.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:282,섹션별로 근거 부족 시 명시만 한다 (PR-Phase-9-Fix-B 준수).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:288,인용한다. 추정·일반화·창작 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:289,- Context 의 본문에서 발췌·요약·paraphrasing 만 허용. 신규 규정 해석 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:304,해당 섹션 본문에 다음 형식으로 명시:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:308,- 단 권장 행동 섹션은 항상 채운다 — 절차 안내 또는 부서 routing.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:311,"- LLM 자체 일반 지식 (외부 법령 일반 해설, 다른 회사 사례 등) 인용 금지.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:323,[가이드라인 1] 자진 신고 / 비위 신고 / 신고 방법 query 답변 구조 (필수 분기),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:324,자진 신고 관련 문의에는 반드시 다음 두 분기를 모두 안내한다:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:332,(인사교육팀 안내 금지).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:342,"다음의 경우 ""검색되지 않음"" 디스클레이머 생성을 금지하고 검색된 사규 본문을",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:350,★ URL 은 반드시 마크다운 링크 [SRMS](https://rms.shinsegae.com/) 형식으로만 출력한다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:352,등)가 링크에 함께 묶여 렌더링이 깨지므로 절대 금지 — 항상 [표시텍스트](URL) 형식만 사용한다.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:360,답변의 📋 사규 기준 / ⚖️ 징계 기준 섹션에서 사규를 인용할 때,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:366,사건사고 보고지침 같은 cross-cutting 사규는 ⚖️ 징계 기준 섹션 또는 신고,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:367,절차 안내 등 부수 인용으로 활용한다. 단 ⚖️ 섹션의 (공통) 임직원 징계기준,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:395,협력회사에 부당 행위) 차이로 인용 회피 금지 — 항목 자체를 그대로,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:399,→ (영업) CSR경영방침 같은 일반 방침은 부수 활용 — 📋 본문 1순위 금지,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:405,→ 답변 구조: 분실 / 부정사용 갈래 분기 — 둘 다 명시,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:410,→ 두 갈래 모두 답변에 명시. 둘 중 하나만 답변 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:423,(D) **모든 도메인 query 의 ⚖️ 징계 기준 섹션 일반화 가이드**,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:425,prefix 사규 위반의 징계 근거를 보유한다. ⚖️ 섹션에서 query 도메인의,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:426,해당 항목을 반드시 인용한다:,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:435,"또는 ""직접적인 징계 기준은 검색되지 않았습니다"" 같은 회피 처리 금지 —",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:439,"사용자 질문의 주제와 직접 관련된 사규(예: ""개인정보 보호"" 질문 → (정보보안) 개인정보보호 지침)의 owning_department 를 우선 사용하라. (공통) 사건사고 보고지침, (공통) 임직원 징계기준 같은",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:440,- 잘못된 예 (절대 금지):,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:450,"⑤ 후속 질문 제안 — 답변 본문이 끝난 직후 (출처 라인 다음) 다음 형식의 블록을 **반드시** 출력하라. 본 블록은 본문이 아니라 메타 데이터로 사용되며, 시스템이 본문에서 분리하여 카드 UI 로 표시한다. 블",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:459,"- 마커는 정확히 `[SUGGESTIONS]` / `[/SUGGESTIONS]` 대문자·대괄호 그대로. 변형 금지 (예: `**[SUGGESTIONS]**`, `### [SUGGESTIONS]`, `Suggestio",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:460,- 정확히 3개의 한 줄 질문. 각 질문은 50자 이내. 질문문 형식 (물음표 권장).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:466,"- 단순 paraphrase (""법인카드 사용 가능한가요?"" 같은 본 질문 재포장) 금지.",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:486,"- 단, 다음 두 경우에 한해 [SUGGESTIONS] 블록 자체를 출력하지 말라:",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:493,"정확하고 일관되게 답변합니다. 청크에 명시된 절차는 반드시 인용하고,",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:494,청크에 없는 내용은 인용 표시 ((문서명)) 형식 절대 금지.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:517,모든 사건사고는 위 두 지침으로 처리됩니다 (영구적 사규 구조).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:520,[사건사고 query 응답 구조 — MANDATORY],PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:523,"사건사고 보고지침 청크가 있으면, 다음 4단계 구조 필수:",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:549,- 위 구조는 사건사고 query 면 반드시 출력,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:552,- ⚖️ 징계 기준 섹션은 별도 처리 (사건사고 청크 내용 침범 금지),PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:557,A. MUST CITE (최우선): 청크에 다음 중 하나라도 있으면 반드시 답변에 인용,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:558,"- 조항 번호 — 청크 헤더에 명시된 경우만 (예: 헤더 형식 ""[문서N][사규] doc_title 제N조"" 의 ""제N조"" 부분). 청크 본문의 항목 번호 (예: ""14. 회사 공금 횡령"", ""3.1 신고"") 는 조",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:563,"형식 (청크 헤더에 조항 번호 있음): ""명시 절차 ((문서명 제N조))",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:564,"형식 (청크 헤더에 조항 번호 없음): ""명시 절차 ((문서명))",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:568,B. NO HALLUCINATION (절대 금지): 청크 텍스트에 명시되지 않은 내용은,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:569,((문서명)) 형식 인용 금지,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:571,"- 일반 상식 보완은 반드시 ""AI 안내:"" 라벨로 별도 구분",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:573,"- 청크 헤더에 없는 조항 번호 (예: ""제20조"", ""14조"", ""3.1조"") 를 인용에 추가하는 것도 hallucination 에 포함 — 사규 본문의 항목 번호를 조문 번호로 변환 금지",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:576,"- 검색된 청크 중 단 1개라도 force-included 표시면 ""[참조: 검색 결과 없음]"" 절대 금지",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:577,- 청크가 부분적으로만 관련이어도 [참조] 섹션에 그 문서명 명시,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:590,[FORBIDDEN PATTERNS — 절대 금지 예시],PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:662,"다쳤어요"" 는 모두 매장 내 고객 부상 의도이므로 동일한 [참조] 섹션이",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:669,vocabulary list → SYSTEM_PROMPT 의 [사규 vocabulary 강제] 섹션.,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:671,"빈 list 면 빈 문자열 (섹션 자체 생략). LLM 에게 ""(빈 list)"" 를 보여주면",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:696,하게 그대로 사용 (paraphrase 금지).\n,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:702,"병합 가능). disclaimer 발동 시 단호 어휘 (\""금지됩니다\"") 사용 금지,\n",PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:713,# 빈 vocabulary 일 때는 placeholder 줄 자체를 제거 (섹션 + 직전 빈 줄).,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:747,# 관리부서가 DB 에 채워진 사규에 한해 헤더에 부서명을 표기. NULL/공백,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:756,# <이전 대화> 섹션 — followup 모드에서만 prepend. 토큰 절약을 위해,PENDING,[계약규칙-잔여검토]
계약규칙,core/prompts.py:757,# answer 는 500자 cut. q/a 둘 중 하나라도 비면 섹션 자체 미생성.,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:143,- 매번 동일한 인사 금지. 시간대·요일 분위기를 자연스럽게 반영.\n,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:145,- 느낌표 자제. 과도한 친근함·이모지 금지.\n,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:146,- '안녕하세요'로 시작 가능하지만 매번 같은 형식 금지.\n,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:175,- 농담·과장·창작 금지. 사실 기반.\n,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:176,- 출력은 한 줄 본문만. 따옴표·접두사·이모지 없이.,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:191,실패·결과 없음 시 None — 호출자는 Tip 섹션 자체를 숨기면 됨.,PENDING,[계약규칙-잔여검토]
계약규칙,core/personality.py:365,# 클래스 전체를 구조적으로 차단(트리거 단위 두더지잡기 대체).,PENDING,[계약규칙-잔여검토]
